0.053662244	0.0062126457	0.012072397	-0.09585118	0.04521432	0.031574607	-0.0036974312	-0.047041945	0.0025404016	0.06152724	-0.0058261794	-0.062263064	-0.03809112	0.06022513	0.06373051	-0.018090667
0.053003833	0.027022576	-0.024023207	-0.078964636	0.015492409	0.064244576	0.008498582	-0.074033536	-0.0107774325	0.0072057825	0.03945203	-0.0755539	-0.018786453	0.03302925	0.020963395	-0.024730911
0.03819319	0.057158753	0.052302387	-0.11592324	0.00047371036	-0.0024673336	-0.031741638	-0.050653215	-0.07534206	-0.045679063	0.007895635	-0.066401154	-0.037029404	0.07549588	0.08216697	-0.023350626
0.05391024	0.043579843	0.023092395	-0.10441587	0.03139362	0.025517039	0.014629595	-0.042446062	-0.012530295	-0.03673876	0.037912928	-0.089389585	-0.005924035	0.03670147	0.016686412	-0.03133485
-0.024210393	0.024369365	-0.072119355	-0.14744379	0.03226511	0.051389806	-0.014325407	-0.050111156	-0.02063927	0.006607244	-0.055039268	-0.07477084	0.027826635	0.09200687	0.07620344	0.03304324
0.008402124	0.047135696	-0.09621877	-0.08101152	0.023404721	0.022771586	0.009222611	-0.04460483	-0.009325939	0.037401736	-0.05336886	0.014243579	0.035480764	0.031422216	0.054772507	-0.031100765
0.07349149	0.0607206	-0.0066025984	-0.10792841	-0.028457977	0.10002501	0.037888043	-0.050336685	0.019687017	0.03883483	-0.01199372	-0.12408477	-0.019101515	0.01893048	-0.0063425484	-0.06290456
0.09436328	-0.0457506	-0.026612254	-0.056793362	-0.05219021	0.0027243686	-0.013355509	-0.06407551	0.035764787	-0.014301559	-0.020070206	-0.024994647	-0.019360043	0.04135249	0.033422824	-0.043662462
0.018580826	0.06351644	0.028951986	-0.088091515	0.087765306	-0.021683687	0.026796648	-0.04177446	-0.12140633	0.00804221	-0.010406977	-0.113742605	-0.11933886	-0.008784931	0.047290985	-0.07066806
0.024118034	0.041885648	-0.00941639	-0.04008843	0.004144477	0.011785126	-0.004836231	-0.009621628	-0.057551738	-0.029808505	-0.07237232	-0.08346199	-0.020233475	0.0394388	0.034941383	0.023507265
0.05854284	-0.020082207	0.037498467	-0.116073385	0.03823247	-0.026117265	0.0500926	0.079425864	-0.016809177	0.06707161	-0.0396682	-0.079494	0.028591275	0.052180078	0.031800143	-0.053969834
-0.0089221345	0.009367507	-0.005634638	-0.048079696	-0.008551224	0.06384042	0.035184987	-0.07620062	-0.0045397636	0.048431482	0.057601143	-0.06854826	0.07036172	0.023846917	0.10625546	0.016533399
0.041769248	-0.006636414	-0.029100122	-0.11408005	-0.028630586	0.012464914	0.010750325	0.005651699	-0.048391033	0.058473982	0.0703768	-0.036672723	0.03329509	-0.011539309	-0.039478905	0.10270558
0.024095882	0.04512333	0.008328268	-0.063617416	0.04506875	0.08553178	-0.0220505	-0.019651257	-0.08303446	0.008722648	-0.01705415	-0.0077194953	0.005643334	0.04516325	0.06422729	-0.0065501984
-0.017746408	0.018955354	-0.05557833	-0.085825585	-0.012127692	-0.014347544	0.033330027	0.021127539	-0.07047917	0.009016743	0.009982412	-0.07373114	0.06933262	0.0514638	0.07929027	-0.027979618
0.057255913	-0.036447287	-0.06612873	-0.07470494	-0.020979395	-0.005013217	0.0025108778	-0.059864063	0.022268139	-0.010082067	0.015920406	-0.12835346	-0.020767575	-0.019177081	0.06442935	-0.06588011
0.05802756	0.03108555	-0.0060603824	-0.13132542	0.023954509	0.051620487	0.14369272	-0.00501069	0.062080838	0.07022987	0.03743878	-0.04757068	-0.070209354	-0.005155435	0.12830004	-0.009307912
0.04625335	0.026185649	-0.02857602	0.026457464	0.02094634	-0.015546682	-0.0053905346	0.022293728	0.054914936	-0.01967542	-0.06913831	-0.043546207	-0.023753254	-0.016129423	0.02251337	0.038792156
-0.02000296	0.08943009	0.05970371	-0.043988112	-0.034423433	0.12879074	-0.015362551	-0.033367246	-0.009120359	0.07415562	0.040592093	-0.15495998	-0.07504163	0.042563077	0.09722788	-0.10506089
0.041769583	0.014144309	-0.02189113	-0.1781196	-0.053275563	0.062303673	-0.016097518	0.03215085	-0.018809058	-0.07883173	0.05172889	0.01816765	-0.010965785	0.066027686	-0.022835065	-0.037141006
0.07642053	0.027256664	-4.0560404e-05	0.090449475	0.050631657	0.03771892	-0.05980615	0.046119638	0.042956356	0.06573431	-0.06844061	0.0074380194	-0.010112802	-0.0057195933	0.07251615	0.08198822
