8.681330	9.665159
8.117695	9.184385
9.534367	8.539900
9.703169	9.713803
8.929726	9.255039
8.640480	10.481942
9.299777	9.822688
7.488603	6.343568
9.808850	9.918908
9.474755	9.767924
8.915987	8.998311
8.803908	8.732913
10.365798	10.761987
8.914349	9.897996
10.251352	10.960122
8.299434	9.035103
9.394355	8.666841
8.320865	7.592735
10.896752	12.916105
9.114065	8.373590
9.717315	8.166678
9.449427	9.169651
9.646139	8.728436
7.076395	6.576027
9.698002	10.411862
7.899373	8.119010
8.666693	9.676454
8.901480	8.867510
9.632593	8.538030
8.729611	9.342302
8.995372	9.891927
8.077051	9.121889
9.752852	9.085632
8.561323	8.239208
10.183594	10.534744
8.527077	9.012427
10.384784	9.971221
9.676479	9.597298
9.021374	8.612661
7.498140	8.635422
8.746276	8.136981
10.370386	10.175446
9.758894	8.028776
8.876059	8.664869
7.270278	7.695250
8.980240	7.972150
9.848178	9.032951
9.218421	8.362821
9.526618	8.757899
8.087477	8.833855
10.139952	10.501725
10.304698	10.968484
8.867483	10.218266
7.917969	7.503039
10.034586	10.397352
8.276065	8.528700
7.531300	7.202187
8.172108	8.604657
7.431125	5.654953
9.250713	10.263413
8.497169	8.204663
8.369746	8.378428
9.400605	7.943751
8.971760	8.849356
8.475322	7.109351
8.186315	7.834041
8.187533	9.112975
8.002115	8.873231
8.467414	8.314762
9.011285	8.734229
8.765312	9.986831
9.091990	9.692198
9.467759	10.257610
7.443372	8.342094
7.435651	7.635793
7.551702	8.510669
8.993239	9.257756
7.140061	6.271669
9.367132	8.038771
9.200374	9.620027
8.191834	7.660485
10.004419	8.566375
7.447093	7.404407
9.504639	9.542516
10.601020	11.889057
8.774139	11.560928
8.360630	7.010018
8.417452	7.269124
10.984537	10.151746
8.491397	9.817292
10.797329	10.610826
8.005024	8.875837
9.597695	10.124024
8.171754	8.836806
9.311693	7.258256
9.640396	9.453777
8.734193	10.629157
9.987709	9.712487
8.632396	8.364878
9.150421	9.163406
8.939004	8.894617
9.775219	10.284545
8.245205	8.806339
8.252359	9.978045
9.938783	9.456707
8.444515	8.181863
9.885978	11.228748
9.058255	9.196741
8.747331	8.051235
10.049978	9.181082
9.751037	9.143543
7.560860	6.148030
7.604455	7.195976
9.524063	10.429515
6.183584	5.721691
8.966606	9.280057
10.694509	10.787660
9.996315	8.689054
8.687917	6.519211
8.068057	9.218175
8.950748	8.923081
8.015748	6.442164
9.510043	9.448022
10.351228	9.870046
8.187508	6.695887
7.633103	9.197164
8.314796	6.166570
9.617052	8.973704
8.148848	6.721894
9.007190	9.672955
10.227578	10.884760
9.105143	9.141905
9.339792	11.455677
10.150790	10.956603
6.746975	6.724078
8.995885	10.627613
8.365167	10.253224
9.075657	9.091358
10.801735	11.115287
9.303113	9.212133
9.496930	9.725191
9.647740	9.141715
8.419529	9.382716
10.201487	11.085120
8.685726	8.745060
9.909321	11.046414
9.278613	10.085002
7.819163	8.758556
8.100544	8.855863
10.061774	8.946449
8.803271	8.717419
7.821375	9.143603
8.745075	7.496857
10.673507	9.415544
8.519683	8.907959
9.774846	10.784079
8.757101	9.696967
8.902406	7.616518
9.699699	10.421510
8.273145	10.640969
9.855592	10.389986
9.651256	10.146916
